jwne,lilbontop,,,159,1388,True,RIU,424
maxamin,,,,594,34109,True,"Grombalia, Nabul, Tunisia",3
Michyus,,,,2,2,,Europe,10
d-liyana,,,,0,1,,Melbourne,4
