snook89,,,,15,183,,,17
Kolyan1337,,,,0,12,,,0
cryptonic01,,,,8,33,,Raşşa,62
jaky01234,,,,8,141,,,1
Dark642,,,,0,18,,,5
Sharghosod,,,,0,8,,,1
