tjcowboyup,,,,13,37,,Vancouver,49
santakruse,,,,15,24,,"London, GB",6
PaulHimelfarb,,,,1,3,,,5
BKmatheson,,,,3,1,,,0
carrotcorn,,eric-bourne.com,,9,23,True,"Vancouver, BC",30
