felipecode,,codevilla.info,,159,45,True,Montreal,29
thierrytein,,,,3,73,,,42
walter-shengkai,,,,21,254,,@qingdao,0
Aston1,,,,9,243,True,guyana,3
jedhld1221,,https://holly-and-jeds-market.myshopify.com,,1,35,,Nashville ,1
Naifmaer,,,,5,47,True,,1
isatuskargbo,,,,6,86,,,2
bo-re,,,,425,16228,,,0
woodsbug,,,,0,2,,,0
BotBitmap,,,,2283,31411,True,"Natal, Rio Grande do Norte, Brazil",4
