LocoTDM,,,,4,4,,,4
RijadGerguri,,,,5,5,,,0
EndritMeziu,,,,9,8,True,,7
festimprebreza,,,,10,10,,,2
DonartPllashniku,,,,4,4,,,1
albert-zariqi,,,,6,8,,,7
neharjashari,,,,6,5,,,14
DafinaImeraj,,,,17,19,,,0
