trietptm,,https://trietptm.com,,1240,18272,True,Vietnam,184
andrewjkerr,ajoekerr,http://andrewjkerr.com,,244,57,,"New York, NY",79
FilipposM,,,,289,1397,True,,42
ncwerner,,,,2,6,True,"Gainesville, FL",8
