shubhamroy01,,,,4,7,,"Alwar, Lovely Professional University",10
devam2001,,,,0,10,,,18
ankitbharti1408,,,,1,3,,,7
Maneeshgupta1584,,,,0,2,,,4
Niteshkumarjain-ui,,,,2,7,,,10
dipanshudiwaker,,,,2,4,,,12
shubhamroy1,,,,0,4,,,4
