CryptoJones,aaronkclark,https://cryptojones.dev,,25,76,True,"Grand Island, Nebraska",102
i2thesecond,,,,3,5,,i don't exist,20
Jeffallan,,,,11,25,,"Omaha, NE",24
TheSeanis,,,,7,31,,,12
WhoDis-MaName,,,,1,1,,,2
