lucas78680,,,,1,1,,,0
Romain-P,,,,72,50,True,,82
brd6,,https://www.berdrigue.com,,16,24,True,Paris,33
Linkiko,,,,6,6,,,5
wswatsonsw,,,,2,22,,Beijing,1
youssfmarrakech,,,,0,3,,,2
