DartPower,,http://vk.com/dpteam,,35,110,,Sertolovo,10
maikerumine,,,,34,105,,Michigan,57
tacotexmex,,,,71,577,,,63
lokamber,,,,0,2,,,1
koby-minetest,,,,0,1,,,0
