aaronnw,,,,5,6,,University of Oklahoma,36
lekosfmi,,www.odecloud.com,,18,11,True,"Seoul, South Korea",22
emilyblack95,,https://emilyblack95.github.io/,,27,43,,United States,30
jakemanning,,,,11,17,True,"Dallas, TX",12
calebfrome,,,,3,4,,,9
