maxamin,,,,631,34103,True,"Grombalia, Nabul, Tunisia",3
isfarhassan,,,,5,19,True,"Houston, TX",5
8L4NK3,,,,2,2,,,0
gl1tchyaf,,,,7,5,,Dhaka,30
