elpelluco,,,,11,116,,,18
asepimat,,,,0,5,,,0
pique1980,,,,5,150,True,,6
juan449,,,,47,427,True,,17
densg,,,,0,1,,,1
lutt45hj,,,,0,1,,,2
Remitid,,,,0,1,,,0
VoipSip,,,,455,14837,,,0
adolfopa84,,,,0,7,,,1
Renzo013,,,,0,2,,,0
Ferchux-maker,,,,1,22,,,2
R3NZ013,,,,0,5,,,0
LaraAlh,,,,1,6,,,1
Rubxn-on-top,,,,0,2,,,0
felipe509,,,,0,2,,,0
Endormi001,,,,1,8,,,0
Sombiez,,,,0,1,,,1
Yuushjexer,,,,0,1,,,1
