teterkin,teterkin,http://teterkin.ru/,,8,40,,"Moscow, Russia",43
miogarun,,,,4,5,,,1
TuTejsy,,https://tutejsy.github.io/my-portfolio/,,9,16,,,30
igorfominykh,,,,1,3,,,0
