codehearts,codehearts,https://codehearts.com,,36,21,,"Seattle, WA",26
abdulabbas,,,,167,3316,True,,57
drwdal,,https://twitter.com/drwdal,,10,18,True,Alpha Complex,56
fionabristol,,,,8,80,,Boston,10
